Student_ID,School_ID,Grade,Gender,Socioeconomic_Status,Attendance_Rate,Previous_Year_GPA,Dropout_Status
STU00049,SCH482,8,M,Medium,72.84100051765303,1.81,N
STU00050,SCH093,3,F,Medium,81.4456539193911,2.76,N
STU00051,SCH468,2,M,Medium,91.05590893316281,1.85,N
STU00052,SCH382,11,F,High,96.95684736084529,3.45,N
STU00053,SCH238,11,F,Medium,78.3074792257896,3.81,N
STU00054,SCH037,5,F,Low,58.80968640717141,1.63,N
STU00055,SCH212,1,M,Low,60.77023800876577,3.55,N
STU00056,SCH292,11,Other,Low,80.23492525083246,2.46,N
STU00057,SCH042,5,M,Low,77.23974901055857,1.71,Y
STU00058,SCH141,2,M,Medium,100,2.59,N
STU00059,SCH400,1,M,Medium,75.87515835683914,3.01,N
STU00060,SCH197,1,M,Medium,88.84807385389371,2.66,N
STU00061,SCH388,10,F,Medium,78.67620435643751,2.83,N
STU00062,SCH356,11,F,Low,80.05619597180026,3.44,N
STU00063,SCH034,10,F,Low,77.74549301311518,2.14,N
STU00064,SCH173,5,M,Low,67.08316143793135,2.41,N
STU00065,SCH385,2,M,High,90.44579929830955,3.27,N
STU00066,SCH373,12,F,Low,61.46028296228145,3.57,Y
STU00067,SCH365,8,F,Medium,73.73593681136809,2.2,N
STU00068,SCH025,7,F,Low,66.90316499791867,1.34,Y
STU00069,SCH060,4,F,Medium,91.58536467169532,2.55,N
STU00070,SCH356,8,F,Low,54.68031280207157,1.59,N
STU00071,SCH319,7,F,High,87.31372240567897,3.67,N
STU00072,SCH061,3,M,Low,62.92326918909116,1.45,N
STU00073,SCH426,6,F,Medium,73.03405548731244,2.31,Y
STU00074,SCH255,11,M,Medium,63.42490685646743,2.46,Y
STU00075,SCH046,11,M,Medium,73.15252375833057,2.99,N
STU00076,SCH262,1,M,High,94.79164875956276,3.29,N
STU00077,SCH152,3,F,Medium,72.84889047556136,1.73,N
STU00078,SCH185,10,F,Medium,95.58687842599889,2.54,N
STU00079,SCH024,1,F,Medium,85.11143433530357,2.48,N
STU00080,SCH490,7,M,Low,66.58467808614284,2.4,Y
STU00081,SCH206,4,F,Medium,70.41070394495812,2.12,N
STU00082,SCH216,7,M,Low,74.73797383827201,2.12,Y
STU00083,SCH483,11,F,High,74.29723373858269,2.57,N
STU00084,SCH225,2,F,Low,,3.55,N
STU00085,SCH430,9,M,Medium,63.792241532855904,3.26,N
STU00086,SCH226,1,F,Medium,94.96868153998103,1.05,N
STU00087,SCH393,9,M,Low,72.25849924735721,2.24,N
STU00088,SCH266,6,M,Low,53.73990644225743,1.96,Y
STU00089,SCH178,8,M,Low,66.11539323627338,3.73,N
STU00090,SCH314,1,M,Low,82.48542714517968,3.39,N
STU00091,SCH446,2,M,Medium,90.77337651234588,1.71,N
STU00092,SCH260,2,M,Medium,80.80383786976181,2.84,N
STU00093,SCH411,6,F,Low,55.22297752886443,3.0,N
STU00094,SCH382,8,F,Medium,83.07739681473493,2.24,Y
STU00095,SCH047,10,M,Medium,90.68767974562793,2.81,N
STU00096,SCH336,8,M,Low,62.11227067344736,3.31,Y
STU00097,SCH233,4,M,Medium,76.35149337920082,2.93,N
STU00098,SCH232,1,M,Low,69.74481006374707,2.28,N
STU00099,SCH494,10,M,Medium,87.60906417793694,1.62,N
STU00100,SCH253,2,M,Medium,82.39221615365521,2.37,N
STU00101,SCH097,2,M,Low,70.81821583584768,3.23,N
STU00102,SCH174,1,F,High,84.36525047565793,1.51,N
STU00103,SCH396,11,F,Medium,72.54696661180877,2.92,N
STU00104,SCH003,6,F,High,79.75656518002974,3.73,N
STU00105,SCH261,10,M,Medium,58.344564736930224,3.69,N
STU00106,SCH054,4,M,Medium,76.68813973762094,2.43,N
STU00107,SCH312,11,M,Low,70.6406473055284,2.78,N
STU00108,SCH232,10,F,Medium,74.69892238060122,3.27,N
STU00109,SCH432,8,M,Medium,85.91382118929631,2.61,N
STU00110,SCH103,2,M,Medium,82.09110230228916,2.46,N
STU00111,SCH364,8,M,Low,67.46241415113647,1.3,N
STU00112,SCH060,9,M,Medium,74.2145166231543,3.02,N
STU00113,SCH346,9,M,Low,66.36692350502354,2.37,N
STU00114,SCH268,1,F,Low,65.14747146452315,2.74,Y
STU00115,SCH403,2,F,Low,70.68192255752511,1.96,N
STU00116,SCH152,2,M,Low,66.56676204078146,1.82,N
STU00117,SCH346,9,M,Medium,78.26602204571577,1.31,N
STU00118,SCH402,10,M,Medium,,2.83,N
STU00119,SCH214,12,M,Low,67.048237874511,3.19,Y
STU00120,SCH129,2,M,Medium,88.32379555570061,3.21,N
STU00121,SCH325,8,M,Medium,70.27300614934684,1.6,N
STU00122,SCH398,9,F,Low,60.00145137843457,2.52,Y
STU00123,SCH493,2,M,Low,69.14127216375299,1.99,N
STU00124,SCH067,2,M,Low,76.49413411581662,1.97,N
STU00125,SCH021,2,F,Low,60.10785757606441,1.52,N
STU00126,SCH339,3,M,Medium,77.61413403111277,1.55,N
STU00127,SCH270,2,F,Low,67.19301397618133,3.24,N
STU00128,SCH275,4,F,High,82.40480888934445,4.0,N
STU00129,SCH151,2,M,Low,68.94654320704711,2.63,N
STU00130,SCH333,1,M,Low,58.13313775855029,2.99,N
STU00131,SCH319,3,F,High,85.39489739009781,2.59,N
STU00132,SCH059,4,M,Low,95.48067630615036,2.43,N
STU00133,SCH192,6,M,Low,74.19418661028541,2.01,N
STU00134,SCH165,6,M,Low,64.7200920760243,3.74,N
STU00135,SCH004,7,F,Medium,79.98426353769786,3.77,N
STU00136,SCH428,1,M,Medium,90.6620154836438,2.11,N
STU00137,SCH332,10,F,Medium,,3.18,N
STU00138,SCH020,1,F,Medium,79.97447969773756,1.4,N
STU00139,SCH117,11,F,Low,59.18290259340105,2.33,N
STU00140,SCH200,8,M,Medium,74.40453256719962,2.93,N
STU00141,SCH300,1,M,Medium,86.42160800746603,1.57,N
STU00142,SCH352,3,F,Medium,78.0415828080477,2.93,N
STU00143,SCH339,1,F,Low,79.47832358344832,3.26,N
STU00144,SCH435,6,M,Low,81.67137723639124,2.82,N
STU00145,SCH408,11,M,High,,1.34,N
STU00146,SCH073,2,F,Low,68.43694575306068,2.65,N
STU00147,SCH157,2,M,Medium,77.172630697563,1.61,N
STU00148,SCH436,6,F,Low,56.3515476767339,3.24,Y
STU00149,SCH093,8,M,Low,74.68355876914676,2.98,N
STU00150,SCH282,5,M,Low,65.22654700904368,2.52,Y
STU00151,SCH372,7,M,Medium,92.50627044780798,2.14,N
STU00152,SCH146,7,M,Low,65.76896621552787,2.18,N
STU00153,SCH157,8,F,Low,61.52403018054147,2.28,N
STU00154,SCH087,1,F,Low,76.7770701730697,2.16,N
STU00155,SCH431,4,M,Medium,95.04604900458817,1.87,N
STU00156,SCH397,3,M,Low,73.50502684670913,2.19,N
STU00157,SCH440,10,M,Low,76.57582307482986,2.64,N
STU00158,SCH373,1,F,Medium,,1.46,N
STU00159,SCH208,9,F,Low,77.13640212695407,3.12,N
STU00160,SCH277,5,M,Medium,85.6582719142034,3.25,N
STU00161,SCH376,11,F,Medium,80.86169239919703,3.49,N
STU00162,SCH006,8,M,Medium,93.391184988954,2.25,N
STU00163,SCH264,2,F,Low,61.435979828793826,3.52,N
STU00164,SCH075,9,F,Low,77.6365771658457,2.13,N
STU00165,SCH033,3,F,Medium,71.63850546323314,2.3,N
STU00166,SCH199,5,F,Low,64.24439591172579,1.86,N
STU00167,SCH361,12,M,Low,66.96687386598346,1.96,N
STU00168,SCH292,2,M,Medium,84.72252090090575,2.66,N
STU00169,SCH265,3,M,Low,87.40400394251262,1.8,N
STU00170,SCH177,5,F,Medium,92.87457918781267,2.35,N
STU00171,SCH085,2,M,Low,74.60429032278054,2.97,N
STU00172,SCH309,8,F,Low,66.01822382750161,2.77,N
STU00173,SCH247,8,F,Medium,86.33161766570444,2.84,N
STU00174,SCH125,1,M,Low,67.31334915126254,4.0,Y
STU00175,SCH294,2,F,High,74.89808012598947,2.13,N
STU00176,SCH497,6,F,Medium,70.01487578860188,2.11,N
STU00177,SCH044,2,M,Low,59.90090298154786,3.33,Y
STU00178,SCH211,7,M,High,100,2.1,N
STU00179,SCH136,2,M,High,83.34115541516617,2.83,N
STU00180,SCH194,4,F,Low,70.58221564575223,2.94,N
STU00181,SCH215,10,M,Low,66.6233841668104,1.44,N
STU00182,SCH450,10,M,Low,87.38004161064049,3.76,N
STU00183,SCH309,6,F,High,85.09769047612491,2.23,N
STU00184,SCH216,4,F,Medium,87.28692312579923,2.73,N
STU00185,SCH405,9,F,High,95.26835418138265,3.91,N
STU00186,SCH295,1,F,Medium,83.58442218004761,1.94,N
STU00187,SCH146,7,M,Low,,1.99,N
STU00188,SCH004,6,F,Low,74.73498421700963,3.76,N
STU00189,SCH162,4,F,Low,60.85910960771063,2.66,Y
STU00190,SCH275,5,F,Low,74.86861683141798,3.33,N
STU00191,SCH212,6,M,Low,95.21545940698897,2.13,N
STU00192,SCH158,6,M,Low,61.084484459854224,3.23,N
STU00193,SCH061,9,F,Medium,80.45513191701049,3.79,N
STU00194,SCH206,10,M,Medium,79.67142548260772,2.25,Y
STU00195,SCH200,12,F,Low,69.72523864553847,3.28,N
STU00196,SCH223,1,F,Medium,91.56385744957892,2.86,N
STU00197,SCH477,12,M,Medium,93.53339751671324,3.32,N
STU00198,SCH485,9,F,Medium,,2.95,N
STU00199,SCH477,10,F,Low,73.66305535746517,2.6,N
STU00200,SCH119,7,M,Medium,94.65207173206686,1.93,N
STU00201,SCH045,12,M,Low,67.94938647098321,2.22,N
STU00202,SCH266,1,M,High,80.22995858347853,3.39,N
STU00203,SCH287,11,F,High,81.52879254415923,2.53,N
STU00204,SCH100,5,F,Low,54.12115087216065,3.02,N
STU00205,SCH287,1,F,High,85.1638734491286,4.0,N
STU00206,SCH449,6,M,Low,62.53777412037599,2.65,N
STU00207,SCH248,9,M,High,91.99506946968604,3.6,N
STU00208,SCH301,11,F,Low,74.23763574090438,2.7,N
STU00209,SCH113,8,F,Low,69.86317207773232,2.63,N
STU00210,SCH005,8,F,Low,61.42853108359577,2.64,N
STU00211,SCH176,1,M,Low,73.58905399887817,1.78,N
STU00212,SCH138,2,M,High,81.06375739317501,2.01,N
STU00213,SCH121,9,M,Low,74.56037303139874,1.43,N
STU00214,SCH317,4,M,Low,70.5286252218273,2.76,N
STU00215,SCH253,7,M,Low,,2.45,N
STU00216,SCH318,3,M,High,85.55840378645442,3.82,N
STU00217,SCH094,12,M,Low,53.415888796670046,0.96,N
STU00218,SCH028,6,F,High,,2.15,N
STU00219,SCH441,8,F,High,81.8301374629543,3.0,N
STU00220,SCH353,1,M,Medium,86.95040571016959,2.11,N
STU00221,SCH442,3,M,Low,54.75756481063284,3.11,N
STU00222,SCH188,2,F,Low,70.20160942366928,2.43,N
STU00223,SCH206,3,F,Low,79.77309596838133,1.75,N
STU00224,SCH052,9,M,Low,52.795798632602086,2.02,Y
STU00225,SCH410,12,F,Medium,74.63531186915601,2.67,N
STU00226,SCH458,11,M,Medium,73.07011153714936,2.75,N
STU00227,SCH288,11,F,Low,54.98768460647645,3.51,Y
STU00228,SCH131,5,M,Low,64.34279057285946,3.28,N
STU00229,SCH287,6,M,Low,67.74180277102164,2.82,N
STU00230,SCH348,12,F,Medium,89.55813824185763,2.81,N
STU00231,SCH400,3,F,Low,70.14178207894035,3.43,N
STU00232,SCH041,4,F,Medium,86.57216935761176,3.0,N
STU00233,SCH414,12,F,Medium,84.28211444570219,3.51,N
STU00234,SCH041,2,F,Medium,79.58886158352584,3.76,N
STU00235,SCH331,4,M,Medium,84.67873639484526,1.5,N
STU00236,SCH267,12,F,Low,,2.02,N
STU00237,SCH339,3,M,Medium,91.7251483919098,2.04,N
STU00238,SCH049,1,M,Medium,,1.18,N
STU00239,SCH392,12,F,Medium,71.38154944600738,0.8,N
STU00240,SCH200,3,F,Low,52.32877741211421,3.03,Y
STU00241,SCH430,2,F,Medium,91.28640126920666,2.8,N
STU00242,SCH240,12,M,Low,57.264190854966294,2.47,N
STU00243,SCH358,6,M,Medium,84.97117968727545,1.69,N
STU00244,SCH223,6,M,Medium,97.0271864141372,3.11,N
STU00245,SCH413,1,F,Low,63.23228660936269,2.52,Y
STU00246,SCH268,10,M,Low,66.66706246358042,1.07,Y
STU00247,SCH473,5,M,Low,73.02258093983522,2.02,N
STU00248,SCH306,3,F,Medium,76.98703992084067,2.3,N
STU00249,SCH203,3,M,Medium,89.38149221479618,2.95,N
STU00250,SCH041,5,F,Medium,80.43056808173762,2.9,N
STU00251,SCH351,3,M,Medium,96.19484349268802,3.15,N
STU00252,SCH036,2,F,Medium,85.4770429593614,2.05,N
STU00253,SCH319,5,F,Low,80.58578650890873,2.78,Y
STU00254,SCH498,1,F,Medium,82.16154576022186,2.94,N
STU00255,SCH078,1,F,Medium,93.39642172255468,2.13,N
STU00256,SCH191,5,M,Low,75.5391525250746,2.64,N
STU00257,SCH029,3,F,Medium,100,2.02,N
STU00258,SCH129,10,M,Low,78.887710425322,2.64,N
STU00259,SCH395,12,F,High,84.78865597108441,2.16,N
STU00260,SCH049,6,Other,Medium,82.43722153444544,2.8,N
STU00261,SCH166,2,M,Medium,89.18268390428399,2.1,N
STU00262,SCH247,7,F,High,89.80516326191214,4.0,N
STU00263,SCH058,3,F,Low,88.82034536080569,2.81,N
STU00264,SCH203,10,F,Low,65.3040278253456,2.58,N
STU00265,SCH306,2,M,Low,79.90814378184334,1.78,N
STU00266,SCH174,12,Other,Medium,82.94098770061323,1.33,N
STU00267,SCH360,6,F,Medium,88.19378498084224,2.95,N
STU00268,SCH331,9,M,Medium,81.13450830160501,3.6,N
STU00269,SCH184,9,F,Low,65.19387469598126,1.47,N
STU00270,SCH278,8,F,Low,76.79561454847978,3.23,N
STU00271,SCH141,11,M,High,100,2.18,N
STU00272,SCH231,3,F,Low,,2.47,N
STU00273,SCH195,9,M,Medium,83.61898160047345,3.12,N
STU00274,SCH165,9,M,Low,70.21858302730736,1.4,N
STU00275,SCH255,9,F,Low,86.81232279780717,3.47,N
STU00276,SCH050,6,F,Medium,69.99549838792376,2.78,N
STU00277,SCH104,1,F,Low,68.95224149026191,2.68,N
STU00278,SCH251,6,M,Low,60.59755876923664,2.03,N
STU00279,SCH037,1,M,Medium,74.79556743206844,3.32,N
STU00280,SCH240,10,F,Low,69.34880123675546,2.24,N
STU00281,SCH189,10,F,Medium,91.17358968518676,0.51,N
STU00282,SCH428,3,M,High,99.19012560297682,1.28,N
STU00283,SCH273,4,F,Medium,72.10047246877494,1.72,N
STU00284,SCH286,9,F,Low,54.64254819423275,3.31,N
STU00285,SCH235,8,F,Low,71.25839038950487,2.74,N
STU00286,SCH259,4,F,High,79.62463536896652,2.83,N
STU00287,SCH162,6,Other,Medium,75.61457512848204,1.6,N
STU00288,SCH423,9,M,Medium,92.97013455557712,2.15,N
STU00289,SCH475,9,F,Medium,72.547344810722,2.2,Y
STU00290,SCH018,12,M,Low,77.00607832507448,3.1,N
STU00291,SCH154,12,F,Low,62.210782924737124,2.26,N
STU00292,SCH422,3,M,Medium,82.42691959026094,3.95,N
STU00293,SCH020,5,F,Low,68.05548361785243,2.8,Y
STU00294,SCH132,10,F,Medium,93.24226763225474,2.67,N
STU00295,SCH371,3,F,Medium,82.92766283343437,2.36,N
STU00296,SCH420,11,M,Low,64.42718992468748,2.47,N
STU00297,SCH041,10,M,Medium,90.82103634909583,2.54,N
STU00298,SCH477,11,M,Low,80.86112061772464,2.44,N
STU00299,SCH006,7,M,Low,65.62908152252872,1.1,N
STU00300,SCH290,2,M,Low,82.33062139761985,2.74,N
STU00301,SCH202,12,M,Medium,92.98408087887722,0.47,N
STU00302,SCH403,4,F,Low,91.70699763824582,2.4,Y
STU00303,SCH205,3,F,Low,73.86546253390013,1.77,N
STU00304,SCH247,6,F,Medium,89.90219124050056,1.76,N
STU00305,SCH377,6,F,Low,70.00984831443355,3.84,N
STU00306,SCH295,1,M,Medium,83.47454079389323,2.65,N
STU00307,SCH305,8,M,Low,71.96054184551004,2.85,N
STU00308,SCH412,5,F,Low,66.20335124114861,2.76,Y
STU00309,SCH192,2,M,Low,84.2273246819062,2.46,N
STU00310,SCH318,12,M,High,,3.24,N
STU00311,SCH057,3,F,Low,73.84420746366388,3.33,N
STU00312,SCH280,6,F,Medium,90.10984177623348,1.7,N
STU00313,SCH358,8,F,High,100,1.7,N
STU00314,SCH031,3,M,Medium,77.42108372191227,1.97,N
STU00315,SCH005,1,M,Medium,74.48689322725606,2.73,N
STU00316,SCH056,1,M,Medium,77.57085772360219,2.8,N
STU00317,SCH364,1,F,Medium,87.90969015246918,2.82,N
STU00318,SCH257,12,M,Medium,,3.17,N
STU00319,SCH157,4,F,Low,74.51576391139713,1.64,N
STU00320,SCH321,3,Other,High,84.77920055879886,2.99,Y
STU00321,SCH132,11,M,High,,3.46,N
STU00322,SCH144,2,F,Medium,83.79955530373978,2.59,N
STU00323,SCH267,12,M,Medium,83.61542540572904,2.51,N
STU00324,SCH079,5,F,Medium,76.22979930483838,1.49,N
STU00325,SCH335,2,M,Medium,87.75604050579977,1.91,N
STU00326,SCH362,11,M,Medium,77.06886120434955,0.99,N
STU00327,SCH336,12,M,Low,59.88830601848398,1.57,N
STU00328,SCH061,2,M,Low,,3.21,N
STU00329,SCH499,4,F,Medium,79.49479723857822,4.0,N
STU00330,SCH478,9,F,Low,82.85412389593276,2.27,Y
STU00331,SCH314,7,M,Medium,65.00475428101142,4.0,N
STU00332,SCH014,4,M,Medium,73.88342026589123,1.35,N
STU00333,SCH365,7,F,Low,73.18056345607712,4.0,N
STU00334,SCH116,1,M,Low,76.07418254808414,2.89,N
STU00335,SCH381,8,F,Low,79.75803473332229,3.1,N
STU00336,SCH225,11,F,Low,71.07142871829411,2.7,N
STU00337,SCH208,9,M,High,90.83360883161501,2.46,N
STU00338,SCH481,9,M,Medium,78.96828328906659,2.3,N
STU00339,SCH267,1,F,High,76.45634548643692,2.43,N
STU00340,SCH276,4,M,Medium,77.09127114279266,1.73,N
STU00341,SCH026,2,F,Medium,76.43915320922783,3.47,N
STU00342,SCH086,5,M,Low,82.3465328480185,1.4,N
STU00343,SCH425,7,F,Medium,77.0829749074373,3.16,N
STU00344,SCH458,8,F,Low,57.140100851693525,2.34,Y
STU00345,SCH303,11,M,Medium,79.40041679219641,1.82,N
STU00346,SCH333,11,M,Medium,75.84300404916767,1.57,N
STU00347,SCH231,7,F,Medium,70.18905884839029,2.72,N
STU00348,SCH314,12,F,Medium,72.25605013174665,2.81,N
STU00349,SCH290,11,M,Low,74.84289760858655,2.89,N
STU00350,SCH027,4,F,Medium,86.7913130725173,3.45,N
STU00351,SCH061,11,M,Low,66.00179602118325,2.2,Y
STU00352,SCH255,11,M,Low,75.97838002425827,2.88,N
STU00353,SCH302,8,F,Medium,85.39088056260563,2.53,Y
STU00354,SCH452,6,M,Low,59.38406649754596,2.04,Y
STU00355,SCH076,1,F,Low,,3.72,N
STU00356,SCH309,3,M,Low,65.04909411686972,2.01,Y
STU00357,SCH345,3,M,Medium,79.25274187544642,3.13,N
STU00358,SCH495,5,M,High,77.64040257366378,3.37,N
STU00359,SCH189,11,M,Medium,79.61207500604905,2.7,N
STU00360,SCH242,2,M,Low,68.31722357392194,4.0,N
STU00361,SCH357,2,F,Low,55.4992126477639,2.72,N
STU00362,SCH045,5,M,High,85.07021504745678,2.79,N
STU00363,SCH312,11,F,Medium,83.51769872897833,2.41,N
STU00364,SCH315,6,M,Medium,85.35049177583288,2.4,N
STU00365,SCH313,3,F,Low,82.71103293435928,4.0,N
STU00366,SCH408,1,M,Medium,80.54006571993733,1.54,N
STU00367,SCH171,4,M,Low,74.29374361318996,4.0,N
STU00368,SCH131,10,F,Low,58.570603456242154,3.65,Y
STU00369,SCH352,4,F,Low,78.42160651261153,2.11,N
STU00370,SCH100,4,F,Medium,79.5518646334822,3.64,N
STU00371,SCH331,2,F,Medium,81.9669780721001,2.36,N
STU00372,SCH237,10,F,Medium,80.34655268841085,1.79,N
STU00373,SCH372,8,M,Low,69.80577963947195,1.64,N
STU00374,SCH470,11,F,High,80.27266774607381,1.96,Y
STU00375,SCH193,7,M,Low,66.87028729432598,1.41,N
STU00376,SCH443,10,F,High,92.64704185771566,3.08,N
STU00377,SCH045,5,F,Low,50,2.76,Y
STU00378,SCH155,2,F,Low,84.82135193978634,1.65,Y
STU00379,SCH260,1,F,Medium,98.38057909470163,2.79,N
STU00380,SCH376,11,F,Medium,79.35990515393273,2.46,N
STU00381,SCH481,6,Other,Low,,2.55,N
STU00382,SCH443,6,F,High,94.31004793957095,1.86,N
STU00383,SCH045,4,M,Low,66.35488659228862,1.51,N
STU00384,SCH012,6,F,High,89.1101915092104,1.87,N
STU00385,SCH142,6,M,Medium,79.11576045928187,3.37,N
STU00386,SCH059,1,M,Medium,93.73048096475415,2.93,N
STU00387,SCH164,3,M,High,81.26149788261937,2.28,N
STU00388,SCH160,7,F,Low,74.70478159983347,2.6,N
STU00389,SCH346,1,F,Low,83.55463631985356,2.78,N
STU00390,SCH457,7,M,Medium,86.53639293192025,2.28,N
STU00391,SCH419,2,M,High,91.06832723825826,2.39,N
STU00392,SCH392,5,F,Medium,80.66486941350873,3.17,N
STU00393,SCH234,3,M,Medium,78.71208431593641,1.57,N
STU00394,SCH074,11,M,High,65.31035701517362,2.86,N
STU00395,SCH341,4,M,Low,56.173067150609015,0.99,Y
STU00396,SCH058,4,F,Low,78.10862883624772,4.0,N
STU00397,SCH066,6,F,Medium,74.95143270768085,3.09,N
STU00398,SCH037,10,M,Low,65.65463486838053,2.43,N
STU00399,SCH281,2,F,Low,72.35261186390215,2.3,N
STU00400,SCH221,10,F,Medium,77.13913851257523,2.73,N
STU00401,SCH340,8,M,Medium,79.6552763708556,3.19,N
STU00402,SCH306,5,M,High,88.60032194643674,1.97,N
STU00403,SCH036,7,M,Medium,89.29207874856323,1.87,N
STU00404,SCH331,8,F,High,90.22544925895302,2.49,N
STU00405,SCH326,10,M,Medium,93.68716452665262,2.83,N
STU00406,SCH316,6,F,Medium,84.79978433003885,3.07,N
STU00407,SCH468,8,M,High,100,2.89,N
STU00408,SCH046,7,M,Low,65.08282095874705,1.58,N
STU00409,SCH032,4,M,Low,56.47909069539702,2.29,N
STU00410,SCH184,1,F,Low,70.12390238272573,2.37,N
STU00411,SCH321,3,F,Low,65.45319939917685,2.87,N
STU00412,SCH244,2,M,High,89.43600977552727,2.84,N
STU00413,SCH148,12,M,Low,65.51579531848097,1.12,Y
STU00414,SCH370,11,M,High,82.48531684944996,2.4,N
STU00415,SCH413,4,F,Medium,65.32244205727113,2.92,N
STU00416,SCH093,5,F,High,100,3.35,N
STU00417,SCH218,7,M,Medium,73.29245703255833,3.54,N
STU00418,SCH211,12,M,Low,,2.26,N
STU00419,SCH189,1,F,Medium,80.09277869167248,2.29,N
STU00420,SCH440,12,M,Low,61.89458545167017,2.62,N
STU00421,SCH046,3,M,Medium,76.28459184839892,2.5,N
STU00422,SCH277,10,F,Low,78.4955053579708,3.33,N
STU00423,SCH241,5,M,Medium,92.59643308353058,1.46,N
STU00424,SCH409,3,F,Medium,64.56863092078436,3.15,N
STU00425,SCH402,6,F,Medium,74.06497041267663,2.34,N
STU00426,SCH150,10,M,Low,65.63909579152512,1.24,N
STU00427,SCH436,10,F,Medium,79.3317018256383,3.03,N
STU00428,SCH380,1,F,Low,60.387916794186246,0.69,N
STU00429,SCH414,2,M,Low,70.63004441398014,2.77,N
STU00430,SCH017,4,F,Low,53.16870744980697,2.63,Y
STU00431,SCH254,9,F,Medium,84.87752120661604,2.91,N
STU00432,SCH086,2,M,Medium,85.95664294731323,1.82,N
STU00433,SCH060,1,F,Medium,94.57257201331593,2.39,N
STU00434,SCH473,6,F,Medium,84.78156368392054,1.85,N
STU00435,SCH446,5,F,Medium,81.45374199046792,1.88,N
STU00436,SCH272,8,F,High,88.61643152061262,3.7,N
STU00437,SCH222,7,M,Low,64.02479085654915,1.37,N
STU00438,SCH131,8,F,Medium,86.76936261994886,2.35,N
STU00439,SCH302,9,M,Medium,79.64741809072066,3.23,N
STU00440,SCH006,8,M,Low,60.155075682105085,3.78,Y
STU00441,SCH229,4,M,Low,,2.16,N
STU00442,SCH030,12,M,Medium,92.25846570612403,2.08,N
STU00443,SCH363,12,F,Medium,80.93676297607446,2.71,N
STU00444,SCH332,6,M,High,100,3.59,N
STU00445,SCH240,8,F,Low,65.25603319252613,1.97,N
STU00446,SCH355,11,M,Low,68.67977714351294,2.03,Y
STU00447,SCH398,1,F,High,96.10709798021298,2.6,N
STU00448,SCH092,5,F,High,77.07742758950313,2.63,N
